"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000248243",5.29803574969879,1.48237446592055,0.193585465741651,7.65746777652642,1.89634907432581e-14,1.28453945422145e-13
"ENSG00000236499",19.7386040764432,1.95155316214362,0.254914323632572,7.65572186895448,1.92229357448088e-14,1.30130029732815e-13
"ENSG00000268401",3.78925443720047,1.63563720066329,0.213707776551622,7.6536157319862,1.95405615299009e-14,1.32142640928286e-13
"ENSG00000203499",4.74448493548166,2.33530820219349,0.305179514643311,7.65224430258026,1.97501559199102e-14,1.33448996172062e-13
"ENSG00000177542",444.896369800885,1.01697457187826,0.132945300914597,7.64957140178693,2.01650283230468e-14,1.3622392081769e-13
"ENSG00000072657",41.1576083631804,-1.82654001289402,0.238803351217795,-7.64872018579069,2.02989401697687e-14,1.37100070768562e-13
"ENSG00000255478",5.61276952603483,-2.3406700828263,0.306139199012849,-7.64577058532143,2.07697690011882e-14,1.40105450063202e-13
"ENSG00000217026",3.29833105329937,-2.00446691546408,0.262190250401174,-7.64508562922179,2.08806325508461e-14,1.40794874898011e-13
"ENSG00000164136",92.1275362707693,-1.11897400586628,0.146395626812437,-7.64349339000345,2.11405986916632e-14,1.42488686952889e-13
"ENSG00000225611",2.99604742992451,-1.95346838720983,0.255641255499809,-7.64144419252896,2.14798627422737e-14,1.44745338280267e-13
"ENSG00000140675",16.165315030117,1.63060690421609,0.213437570445169,7.63973700044993,2.17665894833207e-14,1.4664709707018e-13
"ENSG00000229960",1.73658854745108,2.76925438785386,0.362533919090974,7.63860770544605,2.19583226251082e-14,1.47877568730896e-13
"ENSG00000101076",5314.90280407186,-1.13343924196431,0.1483858178709,-7.63846072507033,2.19833990063167e-14,1.48015786972744e-13
"ENSG00000251495",7.68877385890787,1.12599231445077,0.147466844826581,7.63556252780024,2.24836553858225e-14,1.51196188462179e-13
"ENSG00000101074",35.5944915909135,1.52301273065313,0.19948356040708,7.63477816189544,2.26209588799631e-14,1.52088059764913e-13
"ENSG00000090659",72.6935985409563,-1.52087055066296,0.19928108653609,-7.63178572085677,2.31524036431744e-14,1.55628954321723e-13
"ENSG00000226383",14.642248277727,1.51529341964898,0.198562787805047,7.63130612940793,2.32387112986086e-14,1.56176820827399e-13
"ENSG00000224126",2.89594820070983,2.342377306769,0.306969847387269,7.63064296609528,2.33585762640773e-14,1.5694993772478e-13
"ENSG00000121904",13.8164809351091,1.86273706472523,0.244126563132194,7.63021049748101,2.34370711841467e-14,1.57444820760608e-13
"ENSG00000116014",6.95748601544599,2.67098498835074,0.350124794516778,7.6286656363114,2.37195948079831e-14,1.5924404410216e-13
"ENSG00000019186",8.19907185223378,3.30790928010144,0.433680970031609,7.62751771160339,2.3931693691885e-14,1.60634824256389e-13
"ENSG00000271976",42.7649928689756,1.02034389444984,0.133862539852694,7.6223258244813,2.49145180962186e-14,1.67093779162635e-13
"ENSG00000187398",17.0953958853692,-2.17675694429322,0.285590853265566,-7.62194208744173,2.49887151629525e-14,1.67556833328158e-13
"ENSG00000213366",137.711270521113,-1.25560417934286,0.164767715352481,-7.62045026027579,2.52792363277047e-14,1.69434980407955e-13
"ENSG00000064787",2722.46706589465,-1.78686468928523,0.234533532370026,-7.61880261312092,2.5603963799588e-14,1.71540753962457e-13
"ENSG00000085491",659.508422406711,-1.00249546258742,0.131583053061395,-7.61872778647014,2.56188080454657e-14,1.71604846475128e-13
"ENSG00000106484",277.14511939506,1.34363340327495,0.176372620550561,7.61815183717682,2.57333495901523e-14,1.72230162324869e-13
"ENSG00000246250",5.87108138779764,1.41929249716181,0.186331206197972,7.61704132185914,2.5955626357746e-14,1.73646344731636e-13
"ENSG00000143942",20.4396089129466,1.14413361676649,0.150211837292791,7.61680062894355,2.60040510202598e-14,1.73934522705765e-13
"ENSG00000148584",424.813080465379,-1.3895357249747,0.182456729811862,-7.61570004245665,2.62266109781681e-14,1.75387089540139e-13
"ENSG00000142789",1.98052588439461,-3.0076339343228,0.394944596800864,-7.61533126085348,2.63016040229834e-14,1.75852427144413e-13
"ENSG00000253282",1.63230398087105,-3.27672502355543,0.430333521420818,-7.61438479795107,2.64950372284871e-14,1.77072896289215e-13
"ENSG00000257524",120.235098581943,-2.19102787878331,0.287762651270101,-7.61401060600722,2.65718980026817e-14,1.77550080488942e-13
"ENSG00000140368",159.561051921619,-1.16664282007968,0.153254782040107,-7.61243991573694,2.68969244796178e-14,1.79648028457332e-13
"ENSG00000232912",9.51080058267653,-1.47331378268709,0.19357689588669,-7.61100014512837,2.71982927030077e-14,1.81623596004435e-13
"ENSG00000261606",3.96651673637043,-2.53023125123858,0.332463503143793,-7.61055342109005,2.72924728735368e-14,1.82215084807017e-13
"ENSG00000183682",148.63966991333,-1.01089005077696,0.132854205938451,-7.60901804829035,2.76186186295942e-14,1.8435470460329e-13
"ENSG00000172724",79.0366809270668,-2.15654282288499,0.283544727144007,-7.60565306435667,2.83468784853326e-14,1.88905596858394e-13
"ENSG00000131771",3201.42894984796,1.41700637450055,0.186311186337379,7.60558934950146,2.83608484625516e-14,1.88959964531025e-13
"ENSG00000177106",7092.12728053087,-1.15354341957691,0.151812694270666,-7.59846483931218,2.9966424952471e-14,1.99249149469252e-13
"ENSG00000271833",6.40682159769735,1.36576924277235,0.179801764170725,7.59597242591861,3.05489578862462e-14,2.03039414700206e-13
"ENSG00000270589",17.6280096013915,-1.72312932329405,0.226880199139093,-7.59488633134377,3.0806273244849e-14,2.04665951835517e-13
"ENSG00000099625",63.6603228526006,1.95430044854163,0.25737825577555,7.593106273305,3.12326181153514e-14,2.0741367348908e-13
"ENSG00000099617",885.064995928112,-1.42551416146379,0.187766444220476,-7.59195375607129,3.15117489503479e-14,2.0922462841977e-13
"ENSG00000159261",6.34761052215982,2.55253515769146,0.336222569529482,7.59180194614401,3.15486985356649e-14,2.09427191545245e-13
"ENSG00000178233",4.88028173509135,-2.28414405292682,0.300880609998222,-7.59152958690265,3.16150958970943e-14,2.09825112879797e-13
"ENSG00000260806",14.0800616520495,1.08906726019884,0.143606689763596,7.58368055131454,3.35887571139953e-14,2.22469922347615e-13
"ENSG00000267980",20.811909079148,-1.28267320551645,0.169174854205675,-7.58193770308819,3.40431743280857e-14,2.25387857891138e-13
"ENSG00000267422",19.7083982490803,-1.06112837475875,0.140016802430451,-7.57857883010742,3.49360607488428e-14,2.31252255534991e-13
"ENSG00000235140",2.24446171975648,-2.29068327075995,0.302268280073568,-7.57831179044795,3.50080279485233e-14,2.31681461575064e-13
"ENSG00000133731",484.284973654082,-1.08858397592026,0.143689653661838,-7.57593847697727,3.56540752372988e-14,2.35908954469991e-13
"ENSG00000272142",8.48479115046455,1.29508597798126,0.170954110301227,7.57563521403068,3.5737467627018e-14,2.36364528564862e-13
"ENSG00000164532",4.51010338828113,2.9846005666169,0.394021936376842,7.57470661167057,3.59940129192198e-14,2.37964484761186e-13
"ENSG00000178403",3.67168368699321,4.7218441993298,0.623410099901453,7.57421831965222,3.61296391944152e-14,2.38812581574958e-13
"ENSG00000287637",3.82459746336819,-1.3670197495828,0.18054311019842,-7.57170820908324,3.68348102020337e-14,2.43325278120464e-13
"ENSG00000268812",25.242513131743,1.38342973387913,0.182724118991592,7.57113916604948,3.69965450505404e-14,2.44294408158666e-13
"ENSG00000171431",1.84564214939336,-2.44804908810613,0.323446872381468,-7.56862810291435,3.7718625774031e-14,2.48910777027977e-13
"ENSG00000152092",2.88653387902147,-2.55307816280265,0.337393437682518,-7.56706526463345,3.81750134584642e-14,2.51667150768148e-13
"ENSG00000243368",6.98014979231927,1.05826939091388,0.139857403529209,7.56677418720175,3.82606131956355e-14,2.52078131194102e-13
"ENSG00000128510",2.81730210322256,3.30234274241273,0.43648667285769,7.56573556024563,3.85675926341434e-14,2.53997712559558e-13
"ENSG00000167526",16271.0289215144,1.02753373667918,0.135823229747749,7.56522826461657,3.87184094576535e-14,2.54887702997802e-13
"ENSG00000198520",38.502474979915,-1.32675365177634,0.175390832265514,-7.56455531135085,3.89193708532356e-14,2.56158790267632e-13
"ENSG00000163701",1892.67896311099,-1.08031450507982,0.142832341734583,-7.56351462113043,3.92321693679417e-14,2.58165301523833e-13
"ENSG00000246263",16.2833977245653,1.02936032478303,0.136104753362258,7.56300055181223,3.93875932083195e-14,2.59083189475076e-13
"ENSG00000273445",11.9683022135097,-1.92854031828395,0.254998433380707,-7.56294967273264,3.94030088906421e-14,2.59132166478628e-13
"ENSG00000261659",15.5514823251623,1.11345561449617,0.147232790647351,7.56255185818693,3.95237461162351e-14,2.59821083951328e-13
"ENSG00000260182",5.99730125705862,-2.32184428993308,0.307039682813644,-7.56203324813331,3.96816913454127e-14,2.60806653002779e-13
"ENSG00000271216",2.22740441358708,3.39697578291285,0.449231221814532,7.56175354240031,3.97671345757466e-14,2.61315402909423e-13
"ENSG00000149380",13.5268867431687,1.74683519450727,0.231020353688131,7.56139087582485,3.98781897142873e-14,2.61992212643026e-13
"ENSG00000250596",14.0445164032729,-1.95303239115441,0.258414318595181,-7.55775609405736,4.1008208330204e-14,2.69307389547213e-13
"ENSG00000086159",6.14884855507211,2.45411704624047,0.324743280650189,7.55709876837768,4.12159002210319e-14,2.70562039125102e-13
"ENSG00000284717",2.15905752851758,-2.74568029190808,0.363334482430217,-7.55689433478262,4.12807046937852e-14,2.70932747762158e-13
"ENSG00000187416",18.3483473421951,2.6577971573532,0.351739557426928,7.55615085433019,4.15172303461327e-14,2.72430116543725e-13
"ENSG00000172578",161.385211999732,-1.41552036305606,0.187357832470988,-7.55517046918892,4.18311614311723e-14,2.74434701931626e-13
"ENSG00000160111",59.0791159060217,-1.43358892875903,0.189769358138626,-7.55437517848273,4.20875368236198e-14,2.76005278798543e-13
"ENSG00000105894",98.5574577352584,-1.62543769335951,0.2151747294166,-7.55403619080425,4.21972842968625e-14,2.76613407586328e-13
"ENSG00000205277",21124.9139464593,-2.12013888870728,0.280706133577358,-7.55287695957312,4.25747169377e-14,2.79031313548151e-13
"ENSG00000166920",1519.99757470535,-1.51616036442343,0.200743175022859,-7.55273679541426,4.26205771654566e-14,2.79275583627097e-13
"ENSG00000219073",5.24306720304098,-2.96082518150098,0.392202756793553,-7.54922072885758,4.37870230201945e-14,2.86637902232535e-13
"ENSG00000165730",23.2753303351323,1.54408560529553,0.204535857961116,7.54921714308437,4.37882284673988e-14,2.86637902232535e-13
"ENSG00000123496",8.18560831873304,2.27010610318074,0.300819527079447,7.5464053986801,4.47435816186295e-14,2.92714851659582e-13
"ENSG00000110987",156.170252042204,1.10021940683788,0.145823552342798,7.54486767851818,4.52746952918791e-14,2.96129841625459e-13
"ENSG00000147689",10.0306850253872,2.14078634851115,0.283750109198454,7.54461858907653,4.53613098116034e-14,2.96636690912002e-13
"ENSG00000231758",1.35321906169227,-2.6807741970231,0.355413935418672,-7.54268172930584,4.60403857131046e-14,3.00956393461175e-13
"ENSG00000213892",5.02165847845352,-1.74652236150813,0.231694797352891,-7.53803012179005,4.77123668642558e-14,3.11697789074626e-13
"ENSG00000198785",22.3562141678351,-1.41484602713949,0.187700947740575,-7.5377670926573,4.78086734799044e-14,3.12264204404502e-13
"ENSG00000102003",67.8029509926649,-1.01613630344693,0.134817886915661,-7.53710302611852,4.80526689122009e-14,3.13794833703816e-13
"ENSG00000259135",1.29386437787204,-2.5343338100384,0.336270671306217,-7.53658890379579,4.82424114420715e-14,3.14970635668175e-13
"ENSG00000280055",1.21370985832964,2.82497005509829,0.374892099491325,7.53542168248243,4.86759263990962e-14,3.1773721560735e-13
"ENSG00000127928",4.09798144246486,2.95639352463881,0.392338362946073,7.53531595136203,4.87153844244354e-14,3.1793095326698e-13
"ENSG00000248557",1.72214342169414,2.4028342114483,0.318962434472232,7.53328276862486,4.94802986014128e-14,3.22793424704321e-13
"ENSG00000188070",303.903624458172,1.3416483638965,0.178102875245245,7.53299665740415,4.95888814653444e-14,3.23372020048978e-13
"ENSG00000256690",4.2960724999665,1.56268453910351,0.207537625644051,7.52964448857908,5.08786575330702e-14,3.31630359781764e-13
"ENSG00000264647",1.56224590600994,3.50741476485688,0.465815274210454,7.52962592478716,5.08858911530793e-14,3.31630359781764e-13
"ENSG00000110680",5.14915644834295,3.35763175650595,0.446123099190495,7.52624502653748,5.22203040834982e-14,3.40190536359619e-13
"ENSG00000213331",7.21336672112387,-1.73985172825304,0.231202043265933,-7.52524373779787,5.26220665455212e-14,3.42739156983389e-13
"ENSG00000156172",14.8414269531839,1.10170734231279,0.146418530870486,7.52437096426885,5.29747407858218e-14,3.44898022008452e-13
"ENSG00000241749",5.16455441115367,1.87484947358925,0.249282494253826,7.52098328926473,5.43657987950661e-14,3.53883800204761e-13
"ENSG00000264635",6.90548441867905,-1.42984987359024,0.190157368611218,-7.51929774813835,5.50712386834544e-14,3.58188888688505e-13
"ENSG00000214954",11.4571583291895,1.09124344766289,0.145143476710724,7.51837748683518,5.54601805226044e-14,3.60574347032986e-13
"ENSG00000221241",2.97642895263715,2.55088028636514,0.33941940641263,7.51542262514022,5.67273790445234e-14,3.68297524411668e-13
"ENSG00000128016",9378.98513799751,-1.45057554910904,0.193036080263884,-7.51453068838775,5.71154506027632e-14,3.70743014753093e-13
"ENSG00000229056",5.83407372251917,-1.50700686740661,0.200547073470783,-7.51447947519494,5.71378119439544e-14,3.70814135238669e-13
"ENSG00000274002",2.89538768917273,2.62140127082612,0.348851628706228,7.51437303173273,5.71843161519482e-14,3.71041878939222e-13
"ENSG00000149418",12913.7020864912,-1.06636354385627,0.141930048869249,-7.51330357702223,5.76536214702664e-14,3.74012340080655e-13
"ENSG00000250376",3.03694936066088,4.46257837975721,0.593980155462846,7.51300921203309,5.7783459911286e-14,3.74705108806452e-13
"ENSG00000170122",9.51796564392783,1.99123229938126,0.265109003775589,7.51099461362245,5.86798071870211e-14,3.80441725000759e-13
"ENSG00000111799",842.343896149291,1.78883333993386,0.238251259894385,7.50817998077677,5.995504054319e-14,3.88399718713146e-13
"ENSG00000093072",228.38898250599,-1.15998269804285,0.154511452817583,-7.50742211590187,6.03030389501392e-14,3.90576296498969e-13
"ENSG00000142149",160.148982911276,1.42555035128121,0.189896872206848,7.50697120344567,6.05110315702806e-14,3.91767359712486e-13
"ENSG00000269915",20.3652838124418,-1.38163157338268,0.184049672028884,-7.50684072485525,6.0571348955877e-14,3.92079800906109e-13
"ENSG00000100053",35.7329581062577,-1.6056669987965,0.213919214346044,-7.50595033599515,6.09845370614451e-14,3.94675803745188e-13
"ENSG00000248150",1.25804699110922,-2.73302382301987,0.36413428154428,-7.50553837290248,6.1176646415422e-14,3.95767700003502e-13
"ENSG00000167646",9.71899927099325,1.95635334752768,0.260654703508431,7.50553633291486,6.11775991947346e-14,3.95767700003502e-13
"ENSG00000180066",6.89154756731663,1.81953727807156,0.242511043298627,7.50290482990909,6.24188723906874e-14,4.03637075757918e-13
"ENSG00000232679",1.72973796872864,3.77154755351554,0.502688792294221,7.502748442635,6.24934143001058e-14,4.04038749762108e-13
"ENSG00000122133",2.18900095489879,4.06336549997592,0.541665161024451,7.50161869796255,6.30345123358804e-14,4.07375101190382e-13
"ENSG00000283498",42.48321911559,1.35625613222457,0.180803090792711,7.50128842531515,6.31935666533787e-14,4.08321865295699e-13
"ENSG00000235698",12.7095378776752,1.32719337850651,0.176984530571745,7.49892306530427,6.43442773896666e-14,4.1556126733063e-13
"ENSG00000250137",22.3657137641312,-2.58905365588899,0.345272550003032,-7.49857947255366,6.451313432668e-14,4.16517086874041e-13
"ENSG00000197119",673.934013299185,1.11659425186501,0.148941742089167,7.49685236793144,6.5368531825828e-14,4.21956014251533e-13
"ENSG00000228288",38.5563342828347,1.17811143100044,0.157177435558845,7.49542341629168,6.60846814701344e-14,4.26494111417219e-13
"ENSG00000272767",13.2327030030751,-1.47688637456727,0.197085969879631,-7.4936149715237,6.70020881080728e-14,4.32243232687675e-13
"ENSG00000214814",325.40257257058,-2.19507936887514,0.292933173429794,-7.49344754359557,6.70876532048916e-14,4.32709374390765e-13
"ENSG00000143340",7.46316070967849,-1.65608457043984,0.221005896697513,-7.49339540341088,6.7114321703207e-14,4.3279552873028e-13
"ENSG00000171159",747.064087222448,1.00652385870366,0.134378804715279,7.49019803261591,6.87697720072933e-14,4.43382979782894e-13
"ENSG00000277249",14.1205900952104,-1.58866883398324,0.212151428164742,-7.48837209217178,6.97330985935102e-14,4.49504751718753e-13
"ENSG00000177283",175.19080570838,-1.1893186478791,0.158826140410914,-7.48817949489986,6.98354788619596e-14,4.50075472689347e-13
"ENSG00000206069",12.6268548119352,2.62781806418706,0.351060550563333,7.48536985990108,7.13459247796037e-14,4.59627778538545e-13
"ENSG00000139946",215.960179479541,-1.20371907510223,0.160840210067134,-7.48394368920435,7.21248688189027e-14,4.64553879710341e-13
"ENSG00000255760",5.71194683703364,-1.69605318630468,0.226739588306603,-7.48018111425354,7.42202528683394e-14,4.77671674932935e-13
"ENSG00000247595",12.638031595681,1.05525007955772,0.141109938328959,7.47821232192515,7.53404079995245e-14,4.84497236095043e-13
"ENSG00000236519",2.77681557944408,1.7596359148092,0.235310862673697,7.47792046153548,7.55078717728122e-14,4.85478137793398e-13
"ENSG00000250608",48.2853404195772,-1.16155545511595,0.155369196883576,-7.47609872751259,7.65614475963372e-14,4.92154785912873e-13
"ENSG00000183549",7.94526506780155,-1.94188368911136,0.259786708161908,-7.47491549067673,7.7253484123521e-14,4.96308986918032e-13
"ENSG00000142609",10.255895888631,2.70864465890147,0.362434243426592,7.47347886693297,7.81019872460434e-14,5.01363872323367e-13
"ENSG00000267206",3.61703435531581,-2.94818938793625,0.394491117676879,-7.47339865418988,7.81496318184271e-14,5.01570692645941e-13
"ENSG00000138795",71.4062901164302,1.55582831944203,0.208206833796463,7.47251322674144,7.86774578964516e-14,5.04759050127314e-13
"ENSG00000275812",3.80705319849021,2.20220239131374,0.294724174728703,7.47207925288413,7.89374389978671e-14,5.06327064820803e-13
"ENSG00000109089",181.643984665924,1.66207415361546,0.222450164260906,7.4716697069554,7.91835604395975e-14,5.07805578724472e-13
"ENSG00000185168",138.654780136258,-1.4980769660519,0.200537124623518,-7.4703223598341,7.99985993759589e-14,5.12931268016156e-13
"ENSG00000161860",8.99763006264419,1.21788914877653,0.163037087853302,7.47001289591461,8.01869620640451e-14,5.14037634966554e-13
"ENSG00000219626",76.9437041699192,-1.04117433127903,0.139398060593378,-7.46907329160136,8.07615502624034e-14,5.17618972054363e-13
"ENSG00000260001",35.3735969378249,-1.68003264447955,0.224938893297797,-7.46884018076569,8.09047279678067e-14,5.1843443538535e-13
"ENSG00000162645",950.359896417088,-1.00522205998644,0.134611259416142,-7.46759271361443,8.16751784298734e-14,5.23268325412592e-13
"ENSG00000196664",24.4162026160083,-1.41276124113342,0.189268952173721,-7.46430529100578,8.37402420117838e-14,5.35970517474634e-13
"ENSG00000147437",40.3639775758383,-1.07118438962514,0.143531539483453,-7.46305929331041,8.45362812451032e-14,5.4095899397821e-13
"ENSG00000182352",15.5658111145086,3.35197081807639,0.449170909226432,7.46257326381442,8.4848806790538e-14,5.42852047223052e-13
"ENSG00000197744",22.8757845541128,1.212869010227,0.162559216579423,7.46109039984467,8.58093493022949e-14,5.48673585686296e-13
"ENSG00000244151",14.9373663451503,1.24055177262304,0.166272513507563,7.46095519008682,8.58974628736414e-14,5.49129002727797e-13
"ENSG00000248690",9.77244847197472,1.9216338758387,0.257579338544789,7.46035721147159,8.62882215202931e-14,5.51410226908571e-13
"ENSG00000006837",6.99849558184591,1.15835808616373,0.15526957430616,7.46030309762864,8.63236691643541e-14,5.51442450014194e-13
"ENSG00000198797",2.91512860771055,-2.34419710290518,0.314222995771935,-7.4602977326542,8.63271843074444e-14,5.51442450014194e-13
"ENSG00000134955",1560.47913529946,-2.51517305746485,0.3371559162857,-7.45997010870644,8.65421110849512e-14,5.52706776628581e-13
"ENSG00000279741",2.48696488525918,2.22362601531805,0.298106812309353,7.4591586756848,8.70766917569086e-14,5.55902524206583e-13
"ENSG00000201363",5.65495999511932,1.9111175712773,0.256263268970634,7.45763362402241,8.80902090803996e-14,5.62152121303261e-13
"ENSG00000107742",225.877566792239,-1.08560739221167,0.145603227414347,-7.45592945630476,8.9236484305859e-14,5.68908833474647e-13
"ENSG00000249453",65.4593940307609,-2.63779527332948,0.353838211469354,-7.45480614537286,9.00000612537492e-14,5.73664377887552e-13
"ENSG00000121743",2.34787525266127,3.27985295654694,0.439998334743158,7.45423947675051,9.03876907650554e-14,5.7602222217464e-13
"ENSG00000204856",26.1741013857119,1.103077313471,0.147984162519356,7.45402274602677,9.05363787776863e-14,5.76856715574699e-13
"ENSG00000250072",1.79147945389945,2.69249877263563,0.361320454767347,7.45183046547785,9.20539717965417e-14,5.86411214536198e-13
"ENSG00000225187",4.46159627641709,1.7925709166637,0.240568154125983,7.4514057073612,9.2350886228636e-14,5.88187407411924e-13
"ENSG00000281721",4.09057771336568,-2.5797678422115,0.346235204041054,-7.45091143853071,9.26975751297035e-14,5.90164276046051e-13
"ENSG00000277311",4.68559336107024,3.96023554088086,0.531565528380451,7.45013611576116,9.32439789342576e-14,5.93410595237513e-13
"ENSG00000019102",2540.82271979052,-1.93844870417136,0.260250047555604,-7.44840864537097,9.44728122249363e-14,6.00760613471852e-13
"ENSG00000167332",15.8208042240796,-2.2346222452317,0.300064203909267,-7.44714703093142,9.53803030840202e-14,6.06294266759303e-13
"ENSG00000204860",43.3928058092967,1.34311130083024,0.180386543384959,7.44573999604802,9.64025042679466e-14,6.12552476796564e-13
"ENSG00000184378",12.9260743532579,1.17831776880419,0.158266090258634,7.44516887274224,9.68204868530391e-14,6.14847912019475e-13
"ENSG00000135476",249.15182704781,1.2151236588009,0.163210867736426,7.4451148728848,9.68600992618596e-14,6.14979353134174e-13
"ENSG00000231713",8.10727343633288,-2.25594804241905,0.303062560039099,-7.44383615755109,9.78027886391583e-14,6.20843395121748e-13
"ENSG00000124882",265.889162673893,1.81892172045264,0.244368996625521,7.4433407902395,9.81703995848845e-14,6.23055313703481e-13
"ENSG00000139044",3101.39518006146,-1.19450019463191,0.160512816260917,-7.44177457263114,9.93416436037062e-14,6.30119820548362e-13
"ENSG00000185090",82.1340590133772,1.32850524663997,0.178527975217438,7.44144017217426,9.95934874207262e-14,6.31594041349228e-13
"ENSG00000171295",389.326288874717,-1.06930323853586,0.143731168374966,-7.43960583237072,1.00986168533999e-13,6.39926775231818e-13
"ENSG00000180061",748.539766593559,-1.44633481599627,0.19450580926344,-7.43594662531313,1.03821755410265e-13,6.57510821077005e-13
"ENSG00000271824",182.755399380086,-1.71893013760372,0.231171155079312,-7.43574663116588,1.03978969800507e-13,6.5837823254015e-13
"ENSG00000240616",9.67355045686253,1.33133310926439,0.179055202812335,7.43532211493312,1.04313455694835e-13,6.60367542535411e-13
"ENSG00000151892",70.0696279695531,-2.01219974300868,0.270631318287336,-7.43520652281742,1.04404716353996e-13,6.6081661427561e-13
"ENSG00000113966",18.4593851224694,1.04675066844577,0.140851159940025,7.43160843610717,1.07284997434834e-13,6.78782721657172e-13
"ENSG00000273243",5.10734896923316,1.5110758650334,0.203397678745146,7.42916966582868,1.09281498939595e-13,6.91145430173503e-13
"ENSG00000162694",54.9167225449329,1.03566627587651,0.139508896972648,7.4236575469417,1.13929502997724e-13,7.19142663651328e-13
"ENSG00000147852",201.720013184535,-1.51870150120067,0.204582514513525,-7.4234179045652,1.14135924751461e-13,7.20305795296779e-13
"ENSG00000131650",47.1222961343547,1.65830119976454,0.223454475773618,7.42120377774206,1.16060585688723e-13,7.32025971500122e-13
"ENSG00000227695",19.4951656981695,-1.35931430849188,0.18317947519016,-7.42066930304697,1.16529943417099e-13,7.34701295377846e-13
"ENSG00000107562",467.460521371228,-1.81310882082001,0.244377991435106,-7.41928031314341,1.17758448225727e-13,7.42015152250253e-13
"ENSG00000285933",33.1247593447896,1.64147274930956,0.221269740965258,7.41842396591991,1.18522185470216e-13,7.46682878972796e-13
"ENSG00000073861",21.998382537858,-1.366416609465,0.184250780338517,-7.41606959251153,1.2064712207801e-13,7.59775426543561e-13
"ENSG00000258867",5.56859881128345,2.38973685918603,0.322258379982815,7.41559260402622,1.2108216608301e-13,7.62367457014524e-13
"ENSG00000105255",35.8922871601998,-1.32203402788605,0.178309943884653,-7.4142473441709,1.2231745133658e-13,7.69698009049266e-13
"ENSG00000183837",10.8657619758219,-1.75429549634204,0.236639593183598,-7.41336423352014,1.23135092761429e-13,7.74243745125723e-13
"ENSG00000117215",28.3617580952648,-2.14016824116128,0.288744509491746,-7.41197900153477,1.24428463060067e-13,7.82224873924015e-13
"ENSG00000101445",153.693358333006,-1.2669908378804,0.170966211752021,-7.41076745455477,1.25570604021864e-13,7.89099849085211e-13
"ENSG00000174137",22.9578191118262,1.51415597099272,0.204346387619436,7.40975159204972,1.26536206532061e-13,7.94707015488399e-13
"ENSG00000099377",138.260766621031,1.10232483981165,0.148773129358829,7.40943505431637,1.26838571816025e-13,7.96452167637357e-13
"ENSG00000104427",39.5000043902579,1.15650579925313,0.156132921685163,7.40718732968559,1.29006175310394e-13,8.09594052121627e-13
"ENSG00000211695",2.56564922341303,-2.10502404140339,0.284270659376428,-7.40499932712345,1.31151134155928e-13,8.22578699063629e-13
"ENSG00000095539",1559.65296086457,-1.15578001293839,0.156133738104102,-7.40250010646495,1.3364408673111e-13,8.38052813109992e-13
"ENSG00000056736",267.45569237315,1.19559510296073,0.161517291937424,7.40227308555877,1.33872831842132e-13,8.39325347958943e-13
"ENSG00000213903",300.03512964946,1.10048894960614,0.148703699589156,7.40054855828475,1.35623063786967e-13,8.50134624247047e-13
"ENSG00000240809",21.4613075628325,-1.04945352601961,0.141929327851175,-7.39419781597254,1.42264489860086e-13,8.91078332365794e-13
"ENSG00000249201",15.0378786518541,-2.60952674626867,0.35296616367159,-7.39313570208573,1.43405985502001e-13,8.97882189988846e-13
"ENSG00000105388",52922.6522145875,-1.34537028784073,0.181981656018327,-7.39288957621771,1.43671788392544e-13,8.99373224450359e-13
"ENSG00000234393",10.8921128584353,-1.48766925193324,0.201247541875726,-7.39223564207263,1.44380356656836e-13,9.03287072607342e-13
"ENSG00000262468",51.6593797614024,1.04703688904153,0.141699344981437,7.38914417126411,1.47776870059515e-13,9.24181025796318e-13
"ENSG00000149609",7.26504696181881,1.3730216319803,0.185846247369383,7.38794380524304,1.49116734406624e-13,9.32201788597767e-13
"ENSG00000214318",1.75148300648613,3.21239208815079,0.435013974622471,7.38457216446593,1.52944384740478e-13,9.5576277636977e-13
"ENSG00000224893",1.88433178810699,-3.4143281464187,0.462377604328005,-7.38428529941649,1.53274469012763e-13,9.57641446095498e-13
"ENSG00000203585",7.6218447963948,-2.06212423379671,0.279329044122199,-7.38241968455878,1.55438302031272e-13,9.70787735736609e-13
"ENSG00000197343",710.038182126298,-1.06549816508393,0.14440123720057,-7.37873293705912,1.59803010243533e-13,9.97281204425762e-13
"ENSG00000141096",2.7699854541474,-2.12473174007295,0.287958887528888,-7.37859407051571,1.59969745223859e-13,9.98130166226933e-13
"ENSG00000224646",2.92168699010891,-1.94135680355229,0.263133278125777,-7.37784600024756,1.60870886891455e-13,1.00356024873154e-12
"ENSG00000272800",4.67371541838712,1.35982105534758,0.184330688097675,7.37707361362979,1.61806553957683e-13,1.00920358629965e-12
"ENSG00000148400",1372.13398419241,1.05578345290463,0.143122483037804,7.37678267240345,1.62160384043206e-13,1.01121648001166e-12
"ENSG00000168743",403.645504128307,1.07133837831164,0.14525266454968,7.37568829895865,1.63498134529024e-13,1.01877699234892e-12
"ENSG00000196890",7.82788110147672,1.81471328623367,0.246077119496218,7.37457139432079,1.64874606322792e-13,1.02715710863753e-12
